,index,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
124,590,A4,2016,19995,Semi-Auto,23626,Petrol,160,45.6,2.0,Audi
125,6104,A4,2019,24389,Automatic,7000,Diesel,145,48.7,2.0,Audi
126,9227,A3,2016,20490,Manual,55781,Petrol,200,39.8,2.0,Audi
127,5242,A4,2019,26950,Automatic,6000,Petrol,145,38.2,2.0,Audi
128,7261,A3,2019,23490,Semi-Auto,6564,Petrol,145,42.2,1.5,Audi
129,9883,A5,2010,7495,Manual,120000,Diesel,165,49.6,2.0,Audi
130,6524,A3,2019,21990,Automatic,4100,Diesel,145,52.3,1.6,Audi
131,4213,A1,2017,11500,Manual,39125,Petrol,150,67.3,1.0,Audi
132,998,Q5,2017,33495,Semi-Auto,37492,Petrol,150,34.0,3.0,Audi
133,1874,Q5,2016,22495,Semi-Auto,25721,Diesel,200,47.1,2.0,Audi
134,3566,Q2,2017,16999,Manual,14383,Petrol,145,52.3,1.4,Audi
135,6454,A3,2015,14995,Manual,24000,Petrol,20,60.1,1.4,Audi
136,7238,A4,2019,26990,Manual,3251,Petrol,145,38.7,2.0,Audi
137,9334,Q3,2020,32990,Manual,500,Petrol,145,40.9,1.5,Audi
138,5707,R8,2019,116000,Automatic,2369,Petrol,145,22.6,5.2,Audi
139,7497,A5,2011,7500,Manual,104800,Diesel,160,49.6,2.0,Audi
140,6979,A3,2015,14500,Manual,39522,Petrol,20,60.1,1.4,Audi
141,4538,A3,2016,17400,Manual,22740,Petrol,30,57.6,1.4,Audi
142,3134,A1,2016,14995,Semi-Auto,22789,Petrol,30,58.9,1.4,Audi
143,5159,RS3,2019,47990,Semi-Auto,3584,Petrol,145,29.7,2.5,Audi
144,4627,TT,2015,16000,Manual,39700,Diesel,30,65.7,2.0,Audi
145,9301,A5,2016,21490,Automatic,11998,Diesel,160,51.4,2.0,Audi
146,7893,Q3,2017,16000,Manual,41381,Petrol,125,51.4,1.4,Audi
147,10502,Q3,2019,27950,Manual,3000,Diesel,145,40.9,1.5,Audi
148,9199,Q3,2014,12195,Automatic,53540,Diesel,205,47.9,2.0,Audi
149,6246,Q5,2019,36990,Semi-Auto,6502,Diesel,145,38.2,2.0,Audi
150,8558,A3,2014,9895,Manual,94410,Petrol,30,58.9,1.4,Audi
151,766,A4,2017,19995,Semi-Auto,29885,Diesel,30,65.7,2.0,Audi
152,10288,A6,2017,18100,Automatic,82221,Diesel,145,54.3,3.0,Audi
153,4852,Q2,2017,21990,Semi-Auto,28943,Diesel,145,57.7,2.0,Audi
154,8670,A3,2015,8395,Automatic,74369,Diesel,30,62.8,2.0,Audi
155,2370,A4,2019,24495,Manual,5000,Petrol,145,39.2,2.0,Audi
156,6618,A3,2016,12000,Manual,29954,Petrol,20,60.1,1.0,Audi
157,10571,A3,2019,22500,Automatic,14924,Petrol,145,42.2,1.5,Audi
158,9284,A6,2015,12895,Automatic,107390,Diesel,30,64.2,2.0,Audi
159,8441,A3,2016,13495,Manual,72643,Diesel,20,65.7,2.0,Audi
160,8675,Q3,2019,29950,Manual,5310,Petrol,145,39.8,1.5,Audi
161,4769,Q3,2016,19990,Semi-Auto,39775,Diesel,160,50.4,2.0,Audi
162,5568,Q5,2019,42450,Semi-Auto,8867,Diesel,145,36.2,2.0,Audi
163,7620,Q5,2019,33850,Automatic,11254,Diesel,145,38.2,2.0,Audi
164,4048,Q7,2019,66990,Automatic,6000,Diesel,145,33.2,3.0,Audi
165,566,A4,2016,13985,Manual,55697,Diesel,20,70.6,2.0,Audi
166,9293,Q2,2019,20990,Manual,600,Diesel,145,49.6,1.6,Audi
167,1755,A6,2016,21880,Semi-Auto,15559,Diesel,150,56.5,2.0,Audi
168,10308,Q3,2019,31950,Automatic,593,Petrol,145,31.7,2.0,Audi
169,1558,Q2,2018,21790,Semi-Auto,10200,Petrol,145,52.3,1.4,Audi
170,4925,R8,2019,125000,Semi-Auto,500,Petrol,145,21.4,5.2,Audi
171,5290,Q7,2017,45790,Automatic,38516,Diesel,300,39.2,4.0,Audi
172,8707,A1,2017,11000,Manual,32378,Petrol,0,67.3,1.0,Audi
173,7886,A6,2017,21000,Semi-Auto,44000,Diesel,145,61.4,2.0,Audi
174,3612,Q3,2017,19490,Semi-Auto,51483,Diesel,160,51.4,2.0,Audi
175,6004,A4,2019,26500,Semi-Auto,6497,Petrol,145,38.7,2.0,Audi
176,4780,A3,2019,24990,Manual,6000,Petrol,145,43.5,1.5,Audi
177,10114,A4,2020,26890,Automatic,1555,Petrol,145,38.7,2.0,Audi
178,6044,A5,2019,27490,Semi-Auto,10372,Petrol,145,39.8,2.0,Audi
179,6557,A6,2018,24475,Semi-Auto,22929,Diesel,145,61.4,2.0,Audi
180,6844,Q2,2019,29950,Semi-Auto,4750,Petrol,145,33.2,2.0,Audi
181,7626,Q3,2020,32444,Automatic,1500,Petrol,145,31.4,0.0,Audi
182,2513,A4,2016,15500,Manual,24625,Diesel,20,70.6,2.0,Audi
183,3666,Q5,2019,35500,Semi-Auto,3322,Diesel,150,38.2,2.0,Audi
184,8520,A4,2019,24650,Manual,3750,Petrol,145,38.2,2.0,Audi
185,10651,A3,2011,9695,Manual,32300,Petrol,235,39.2,2.0,Audi
186,3742,A1,2016,11850,Manual,32650,Petrol,0,67.3,1.0,Audi
187,3121,A3,2019,21374,Manual,7188,Diesel,145,51.4,1.6,Audi
188,7582,A6,2016,19444,Automatic,52000,Diesel,145,56.5,2.0,Audi
189,10325,A3,2019,20000,Manual,4986,Petrol,145,47.9,1.0,Audi
190,1776,A3,2017,15495,Manual,49471,Diesel,145,65.7,2.0,Audi
191,9460,A3,2016,14345,Manual,33719,Petrol,30,58.9,1.4,Audi
192,7837,Q3,2017,19300,Manual,16051,Diesel,150,52.3,0.0,Audi
193,4541,Q3,2019,25500,Automatic,5644,Diesel,145,48.7,2.0,Audi
194,3439,A4,2018,21991,Manual,12956,Petrol,145,53.3,1.4,Audi
195,7080,Q2,2020,30995,Semi-Auto,2142,Diesel,145,44.8,2.0,Audi
196,4885,A1,2019,22500,Semi-Auto,3869,Petrol,150,44.1,1.5,Audi
197,1499,A4,2018,19222,Manual,20356,Petrol,150,51.4,1.4,Audi
198,7173,A4,2017,28900,Semi-Auto,44571,Petrol,240,37.7,3.0,Audi
199,9731,A4,2007,5495,Manual,89000,Diesel,220,43.4,2.0,Audi
200,342,Q3,2014,14998,Semi-Auto,33842,Diesel,200,47.9,2.0,Audi
201,300,A6,2018,27985,Semi-Auto,1790,Diesel,145,50.4,2.0,Audi
202,6348,Q5,2018,33795,Semi-Auto,5092,Petrol,145,40.4,2.0,Audi
203,7378,A4,2019,30990,Automatic,8000,Diesel,145,44.8,2.0,Audi
204,7384,Q3,2018,23990,Semi-Auto,21700,Petrol,145,40.4,2.0,Audi
205,5978,Q2,2017,22000,Semi-Auto,38270,Diesel,125,58.9,2.0,Audi
206,6807,Q5,2019,34990,Semi-Auto,60,Diesel,145,38.2,2.0,Audi
207,6208,Q2,2019,27450,Semi-Auto,1427,Petrol,145,40.9,1.5,Audi
208,4777,Q5,2019,33490,Automatic,5000,Diesel,145,38.2,2.0,Audi
209,10632,A1,2010,9990,Automatic,38000,Petrol,125,53.3,1.4,Audi
210,7133,Q7,2019,45995,Automatic,7500,Diesel,145,33.6,3.0,Audi
211,4315,A5,2019,26995,Semi-Auto,8150,Petrol,145,39.8,2.0,Audi
212,7542,Q3,2019,31888,Manual,2001,Petrol,145,40.4,0.0,Audi
213,8494,Q3,2019,23880,Automatic,8968,Diesel,145,48.7,2.0,Audi
214,3684,A1,2015,10170,Manual,26549,Petrol,0,67.3,1.0,Audi
215,4897,Q2,2019,34990,Semi-Auto,853,Petrol,145,41.5,1.5,Audi
216,3865,A6,2019,30500,Automatic,7200,Diesel,145,47.9,2.0,Audi
217,7583,A3,2017,17888,Manual,24000,Petrol,145,49.6,2.0,Audi
218,7282,Q2,2019,20600,Manual,3000,Petrol,145,47.1,1.0,Audi
219,6684,A3,2017,18050,Semi-Auto,33268,Petrol,30,56.5,1.4,Audi
220,575,A6,2017,22995,Semi-Auto,24336,Diesel,145,61.4,2.0,Audi
221,5976,A1,2015,12995,Semi-Auto,47887,Petrol,30,56.5,1.4,Audi
222,2787,A3,2014,13995,Manual,22800,Petrol,30,55.4,1.4,Audi
223,1975,Q5,2016,18890,Manual,42555,Diesel,205,47.9,2.0,Audi
224,9351,A6,2016,24990,Automatic,32000,Diesel,165,50.4,3.0,Audi
225,8415,A4,2014,11644,Manual,53785,Diesel,30,62.8,2.0,Audi
226,5280,A3,2017,19995,Semi-Auto,12214,Petrol,145,57.7,1.5,Audi
227,3392,A3,2015,11995,Manual,28527,Diesel,20,68.9,1.6,Audi
228,5203,A6,2017,20990,Manual,44738,Diesel,145,58.9,2.0,Audi
229,4943,Q7,2018,57490,Semi-Auto,11800,Diesel,145,39.2,4.0,Audi
230,6578,A1,2019,23946,Automatic,500,Petrol,145,44.1,1.0,Audi
231,4699,Q5,2019,28070,Semi-Auto,13246,Diesel,145,39.2,2.0,Audi
232,1877,A5,2015,15750,Automatic,59886,Petrol,160,44.1,1.8,Audi
233,3847,Q5,2019,41000,Semi-Auto,4647,Petrol,145,32.1,2.0,Audi
234,5467,A4,2020,52000,Automatic,1000,Diesel,145,40.9,3.0,Audi
235,4470,Q7,2020,62990,Semi-Auto,6000,Diesel,145,33.2,3.0,Audi
236,7323,A3,2019,26400,Semi-Auto,6279,Petrol,150,44.1,1.5,Audi
237,8983,Q3,2016,13999,Manual,55689,Diesel,30,60.1,2.0,Audi
238,6787,Q7,2016,28990,Semi-Auto,65019,Diesel,200,47.9,3.0,Audi
239,3281,A3,2017,17255,Manual,26111,Petrol,30,60.1,1.4,Audi
240,9919,Q3,2014,16499,Manual,20255,Petrol,235,38.7,2.0,Audi
241,9572,Q2,2018,19450,Manual,11794,Petrol,145,53.3,1.0,Audi
242,5729,A4,2019,25450,Automatic,9181,Diesel,145,48.7,2.0,Audi
243,10441,A7,2016,22990,Semi-Auto,26000,Diesel,160,52.3,3.0,Audi
244,3531,Q2,2018,16995,Manual,6349,Petrol,145,47.9,1.0,Audi
245,7408,Q2,2019,27995,Manual,4300,Diesel,145,47.9,1.6,Audi
246,9007,A4,2016,10799,Manual,92064,Diesel,20,70.6,2.0,Audi
247,6670,A5,2018,31050,Semi-Auto,17671,Petrol,145,36.7,3.0,Audi
248,6040,A3,2017,25400,Semi-Auto,21572,Petrol,150,43.5,2.0,Audi
249,6051,A3,2019,31490,Semi-Auto,288,Petrol,150,34.9,2.0,Audi
250,4309,A6,2018,24850,Semi-Auto,15552,Diesel,145,56.5,2.0,Audi
251,4398,Q5,2019,31995,Semi-Auto,12413,Diesel,150,38.2,2.0,Audi
252,4420,A1,2014,9990,Manual,70654,Diesel,0,74.3,1.6,Audi
253,5973,A1,2016,12800,Manual,45454,Petrol,30,56.5,1.4,Audi
254,910,Q5,2019,34998,Semi-Auto,44,Petrol,145,32.1,2.0,Audi
255,3670,A6,2016,21000,Semi-Auto,28224,Diesel,145,55.4,3.0,Audi
256,10437,A3,2019,23950,Automatic,11942,Petrol,150,42.2,1.5,Audi
257,9169,A3,2016,15990,Manual,42395,Petrol,30,60.1,1.4,Audi
258,6483,Q8,2020,73495,Semi-Auto,1500,Diesel,150,32.8,3.0,Audi
259,5758,Q5,2018,33450,Semi-Auto,10443,Petrol,145,40.4,2.0,Audi
260,8879,A3,2015,7295,Manual,108950,Diesel,20,68.9,2.0,Audi
261,1832,Q2,2018,19895,Automatic,13144,Petrol,145,54.3,1.4,Audi
262,7549,A3,2016,14222,Manual,34359,Petrol,125,52.3,1.4,Audi
263,7176,A1,2019,22400,Semi-Auto,3729,Petrol,145,47.1,1.0,Audi
264,9765,A5,2015,10995,Manual,65000,Diesel,150,55.4,2.0,Audi
265,9802,A5,2016,14999,Automatic,53085,Diesel,145,53.3,2.0,Audi
266,4495,Q3,2019,29990,Automatic,15484,Petrol,145,31.7,2.0,Audi
267,1463,Q3,2016,17898,Manual,15982,Diesel,30,60.1,2.0,Audi
268,831,Q2,2018,17950,Manual,8026,Petrol,145,47.1,1.0,Audi
269,10075,Q7,2017,31000,Automatic,46463,Diesel,205,47.9,3.0,Audi
270,9410,A5,2016,23995,Automatic,19151,Petrol,260,35.8,3.0,Audi
271,8798,A3,2016,12000,Manual,30590,Petrol,30,56.5,0.0,Audi
272,7307,Q3,2019,33400,Semi-Auto,7021,Petrol,150,31.7,2.0,Audi
273,5911,A3,2017,13295,Manual,32525,Diesel,20,70.6,2.0,Audi
274,9370,Q3,2019,35990,Automatic,1250,Petrol,145,38.2,1.5,Audi
275,6435,A4,2015,15888,Semi-Auto,30431,Diesel,125,56.5,2.0,Audi
276,1546,Q2,2019,19790,Manual,3047,Diesel,145,49.6,1.6,Audi
277,1519,A1,2016,9578,Manual,42391,Diesel,0,76.3,1.6,Audi
278,9909,A4,2016,15699,Manual,45100,Diesel,30,67.3,2.0,Audi
279,5087,A5,2019,31990,Automatic,5000,Diesel,145,51.4,2.0,Audi
280,1895,A8,2014,17790,Automatic,48399,Diesel,200,47.1,3.0,Audi
281,7132,A5,2020,29950,Semi-Auto,5000,Diesel,145,50.4,2.0,Audi
282,2253,Q5,2017,33995,Semi-Auto,50000,Petrol,145,34.0,3.0,Audi
283,7938,A3,2015,8990,Manual,42000,Diesel,20,68.9,2.0,Audi
284,8435,A4,2012,8147,Manual,84535,Diesel,30,61.4,2.0,Audi
285,1203,A3,2019,21496,Semi-Auto,2152,Diesel,145,52.3,1.6,Audi
286,10264,A1,2016,11000,Manual,24689,Petrol,0,67.3,1.0,Audi
287,8252,A1,2012,8299,Manual,76975,Diesel,20,68.9,2.0,Audi
288,3553,Q3,2013,10260,Manual,52210,Diesel,150,54.3,2.0,Audi
289,6227,A1,2020,24450,Semi-Auto,1870,Petrol,145,44.8,1.0,Audi
290,3106,A3,2015,14981,Semi-Auto,28294,Hybrid,0,188.3,1.4,Audi
291,5570,Q2,2017,19950,Manual,18315,Petrol,145,50.4,1.4,Audi
292,1266,A5,2017,22498,Semi-Auto,24020,Diesel,145,70.6,2.0,Audi
293,78,A6,2017,16200,Manual,22582,Diesel,145,61.4,2.0,Audi
294,10649,A3,2009,3750,Manual,120000,Diesel,145,53.3,2.0,Audi
295,9429,Q7,2019,41495,Automatic,10,Diesel,145,33.6,3.0,Audi
296,5574,A4,2016,19750,Manual,27196,Diesel,30,62.8,2.0,Audi
297,2024,A3,2019,23269,Semi-Auto,5665,Diesel,150,52.3,1.6,Audi
298,5563,Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0,Audi
299,5538,A4,2019,25000,Automatic,1000,Petrol,145,38.2,2.0,Audi
300,4087,Q5,2016,20000,Semi-Auto,31065,Diesel,200,47.1,2.0,Audi
301,361,Q5,2016,31995,Semi-Auto,30172,Diesel,240,42.2,3.0,Audi
302,4077,Q5,2020,60000,Semi-Auto,3000,Diesel,145,32.5,3.0,Audi
303,9852,A4,2008,3995,Automatic,130000,Diesel,200,44.8,2.0,Audi
304,6098,A1,2020,23250,Semi-Auto,3000,Petrol,145,44.8,1.0,Audi
305,6615,A7,2017,21150,Semi-Auto,34132,Diesel,30,62.8,3.0,Audi
306,2937,A1,2017,11000,Manual,28691,Petrol,145,67.3,1.0,Audi
307,9972,A4,2016,16850,Manual,37303,Diesel,30,67.3,2.0,Audi
308,5646,A3,2019,21750,Semi-Auto,15813,Petrol,145,42.2,1.5,Audi
309,2143,A5,2018,23995,Manual,13500,Diesel,145,64.2,2.0,Audi
310,5637,Q7,2015,32450,Semi-Auto,31997,Diesel,200,47.9,3.0,Audi
311,7566,A1,2017,14444,Manual,26000,Petrol,145,55.4,1.4,Audi
312,4959,A3,2017,18000,Manual,16417,Diesel,145,67.3,1.6,Audi
313,8264,A3,2017,17000,Manual,36974,Petrol,30,60.1,1.4,Audi
314,3738,A3,2019,18000,Manual,6000,Diesel,145,49.6,1.6,Audi
315,8666,Q2,2017,21000,Semi-Auto,19422,Diesel,150,57.7,2.0,Audi
316,6591,A4,2017,19025,Automatic,11754,Petrol,145,51.4,1.4,Audi
317,10070,A8,2019,44490,Automatic,12009,Diesel,145,38.7,3.0,Audi
318,9097,A5,2016,19499,Automatic,21968,Diesel,145,56.5,2.0,Audi
319,4949,A3,2019,32500,Semi-Auto,3438,Petrol,150,34.9,2.0,Audi
320,1110,Q3,2020,32881,Semi-Auto,4432,Petrol,145,39.2,1.5,Audi
321,2811,Q2,2017,20479,Semi-Auto,10894,Petrol,145,52.3,1.4,Audi
322,563,Q2,2017,21995,Manual,10962,Petrol,145,50.4,1.4,Audi
323,584,A5,2015,18995,Manual,37056,Diesel,160,53.3,2.0,Audi
324,5294,A8,2018,35000,Semi-Auto,4524,Diesel,145,40.4,3.0,Audi
325,2195,A4,2020,26995,Manual,4000,Petrol,145,42.2,2.0,Audi
326,10461,A4,2020,44000,Automatic,7500,Diesel,145,39.2,3.0,Audi
327,231,Q3,2019,34485,Automatic,10,Diesel,145,47.1,2.0,Audi
328,3111,A1,2016,11602,Manual,24154,Petrol,30,57.6,1.4,Audi
329,5807,A3,2018,18450,Manual,10500,Petrol,150,60.1,1.0,Audi
330,7965,A1,2016,8990,Manual,24000,Petrol,30,57.6,1.4,Audi
331,10641,A5,2020,25000,Automatic,751,Petrol,145,40.4,2.0,Audi
332,10352,A5,2019,22000,Automatic,6066,Petrol,145,51.4,2.0,Audi
333,7584,A1,2016,14444,Automatic,21000,Petrol,30,58.9,1.4,Audi
334,8472,A5,2020,29930,Automatic,4521,Petrol,145,39.2,2.0,Audi
335,9442,A4,2019,34990,Automatic,1705,Petrol,145,38.2,2.0,Audi
336,1443,Q3,2015,14498,Manual,55259,Diesel,125,60.1,2.0,Audi
337,252,A3,2014,10985,Automatic,10534,Petrol,30,56.5,1.2,Audi
338,6322,Q7,2019,41950,Automatic,16000,Diesel,145,33.6,3.0,Audi
339,10181,A3,2008,4590,Manual,93000,Petrol,160,43.5,1.4,Audi
340,2929,A1,2018,15749,Semi-Auto,31846,Petrol,150,56.5,1.4,Audi
341,1493,Q5,2019,31498,Semi-Auto,28,Petrol,145,33.2,2.0,Audi
342,9692,A5,2016,14800,Manual,63332,Diesel,125,58.9,2.0,Audi
343,9664,A3,2015,7999,Manual,73643,Petrol,30,56.5,1.2,Audi
344,6779,A1,2017,9790,Manual,50095,Diesel,0,76.3,1.6,Audi
345,5153,A4,2019,25990,Automatic,10654,Petrol,145,38.7,2.0,Audi
346,9872,A3,2014,7499,Manual,81000,Diesel,0,74.3,1.6,Audi
347,4464,Q7,2018,56990,Semi-Auto,11326,Diesel,145,39.2,4.0,Audi
348,2162,Q3,2020,36995,Semi-Auto,2000,Diesel,150,45.6,2.0,Audi
349,5116,A4,2019,24490,Automatic,1293,Diesel,145,48.7,2.0,Audi
350,7453,A3,2010,5495,Manual,64800,Petrol,200,40.9,1.6,Audi
351,9306,Q3,2017,23490,Automatic,16821,Petrol,200,42.2,2.0,Audi
352,9661,A4,2014,9999,Manual,51514,Diesel,30,62.8,2.0,Audi
353,8326,A1,2014,7875,Manual,70796,Petrol,30,55.4,1.2,Audi
354,9617,Q2,2019,21990,Manual,13,Diesel,145,49.6,1.6,Audi
355,4784,A3,2019,22990,Manual,6000,Diesel,145,52.3,1.6,Audi
356,7654,A3,2017,19888,Automatic,24000,Petrol,30,56.5,1.4,Audi
357,4492,A1,2019,21811,Semi-Auto,2246,Petrol,145,44.8,1.5,Audi
358,4984,A1,2020,23000,Semi-Auto,3000,Petrol,145,44.8,1.0,Audi
359,4260,A4,2016,11500,Manual,68215,Petrol,125,53.3,1.4,Audi
360,577,Q2,2017,21995,Semi-Auto,17633,Petrol,145,52.3,1.4,Audi
361,3189,A1,2015,10330,Manual,30042,Diesel,0,80.7,1.6,Audi
362,10628,A1,2016,12343,Manual,16106,Petrol,30,55.4,1.4,Audi
363,5131,Q5,2018,39995,Semi-Auto,25889,Petrol,145,34.0,3.0,Audi
364,294,A1,2017,12698,Manual,11017,Petrol,150,67.3,1.0,Audi
365,275,Q5,2013,15998,Semi-Auto,65458,Diesel,235,44.1,3.0,Audi
366,4623,Q5,2020,42991,Semi-Auto,2648,Diesel,145,38.2,2.0,Audi
367,7548,SQ7,2017,51990,Automatic,30000,Diesel,145,39.2,4.0,Audi
368,4489,Q3,2019,34990,Automatic,7199,Petrol,145,32.1,2.0,Audi
369,10666,Q3,2017,19499,Automatic,8646,Petrol,150,47.9,1.4,Audi
370,633,A7,2020,51995,Semi-Auto,500,Diesel,145,38.7,3.0,Audi
371,5412,A3,2017,21799,Semi-Auto,37317,Petrol,150,43.5,2.0,Audi
372,551,A3,2017,19995,Manual,16103,Diesel,145,65.7,2.0,Audi
373,9080,A4,2016,13676,Manual,46665,Diesel,20,70.6,2.0,Audi
374,440,Q7,2019,46990,Semi-Auto,3264,Diesel,145,33.6,3.0,Audi
375,9618,Q3,2020,33990,Manual,24,Petrol,145,39.8,1.5,Audi
376,4853,Q5,2018,34990,Semi-Auto,13500,Petrol,145,40.4,2.0,Audi
377,5835,A6,2015,15900,Semi-Auto,46000,Diesel,20,67.3,2.0,Audi
378,934,A3,2016,16400,Manual,24102,Petrol,30,60.1,1.4,Audi
379,4902,RS5,2019,55990,Automatic,7800,Petrol,145,29.7,2.9,Audi
380,8605,Q7,2019,54950,Automatic,9150,Diesel,150,32.1,3.0,Audi
381,1361,A5,2016,17498,Semi-Auto,37978,Diesel,165,52.3,2.0,Audi
382,9046,Q3,2016,14399,Manual,32726,Diesel,30,61.4,2.0,Audi
383,7779,A6,2016,16744,Manual,47796,Diesel,30,61.4,2.0,Audi
384,2616,A5,2017,21991,Semi-Auto,15751,Diesel,145,65.7,2.0,Audi
385,6784,A3,2019,21490,Semi-Auto,14090,Petrol,145,42.2,1.5,Audi
386,7406,A4,2014,9495,Manual,105100,Diesel,30,62.8,2.0,Audi
387,6707,A1,2020,18500,Manual,2500,Petrol,145,48.7,1.0,Audi
388,9633,A5,2009,6695,Manual,73848,Petrol,235,39.8,1.8,Audi
389,7236,A3,2015,18489,Semi-Auto,49748,Petrol,200,39.8,2.0,Audi
390,6272,Q3,2020,36950,Semi-Auto,2888,Petrol,150,39.2,1.5,Audi
391,3832,A3,2019,33500,Automatic,9784,Petrol,145,33.2,2.0,Audi
392,1575,TT,2014,16990,Manual,25414,Petrol,150,47.9,2.0,Audi
393,1651,Q2,2017,20490,Manual,4653,Petrol,145,50.4,1.4,Audi
394,8723,A3,2016,12400,Semi-Auto,27226,Diesel,20,70.6,1.6,Audi
395,1474,A5,2017,20650,Automatic,28000,Diesel,20,67.3,2.0,Audi
396,3105,Q3,2016,16637,Semi-Auto,48175,Petrol,145,47.9,1.4,Audi
397,8171,A1,2015,10470,Manual,52902,Petrol,30,58.9,1.4,Audi
398,10577,Q5,2019,31000,Automatic,18,Diesel,145,39.2,2.0,Audi
399,8910,A3,2016,14999,Manual,31237,Diesel,20,65.7,2.0,Audi
400,7076,A3,2016,19490,Manual,53000,Petrol,200,40.4,2.0,Audi
401,2346,A3,2016,17980,Manual,23663,Diesel,125,57.6,2.0,Audi
402,8586,Q3,2017,20000,Automatic,27285,Petrol,145,47.9,1.4,Audi
403,3606,Q5,2013,19995,Semi-Auto,54143,Diesel,265,41.5,3.0,Audi
404,925,A5,2016,22750,Automatic,36399,Diesel,125,60.1,3.0,Audi
405,10619,A8,2019,37490,Automatic,2931,Diesel,145,40.4,3.0,Audi
406,4836,Q8,2019,51990,Automatic,9804,Diesel,145,33.6,3.0,Audi
407,8601,A1,2019,22450,Automatic,6481,Petrol,150,40.9,2.0,Audi
408,5392,A5,2019,25160,Semi-Auto,9889,Diesel,145,49.6,2.0,Audi
409,8153,Q2,2017,15529,Manual,50841,Diesel,145,64.2,1.6,Audi
410,9439,A6,2019,31900,Automatic,50,Diesel,145,47.9,2.0,Audi
411,8418,Q7,2016,25930,Automatic,53801,Diesel,200,47.9,3.0,Audi
412,6046,A5,2018,27995,Semi-Auto,10312,Diesel,150,51.4,3.0,Audi
413,2284,TT,2017,23500,Semi-Auto,55370,Petrol,145,40.9,2.0,Audi
414,10224,A1,2011,4250,Manual,116000,Diesel,20,70.6,1.6,Audi
415,1215,A1,2020,18496,Manual,5566,Petrol,145,48.7,1.0,Audi
416,10278,A1,2016,11300,Manual,24426,Diesel,0,76.3,1.6,Audi
417,10094,A3,2019,21115,Automatic,18803,Petrol,145,41.5,1.5,Audi
418,4866,Q3,2016,19990,Semi-Auto,19393,Petrol,145,47.9,1.4,Audi
419,4015,Q2,2020,27990,Semi-Auto,5000,Petrol,145,42.2,1.5,Audi
420,4152,A3,2016,17990,Semi-Auto,48200,Petrol,30,56.5,1.4,Audi
421,3344,A5,2018,27500,Manual,1000,Diesel,145,64.2,2.0,Audi
422,7051,A1,2020,26450,Semi-Auto,5000,Petrol,145,44.1,1.5,Audi
423,9939,A4,2016,14099,Manual,65106,Diesel,20,70.6,2.0,Audi
424,754,A3,2014,7898,Semi-Auto,88130,Diesel,30,64.2,2.0,Audi
425,6012,A1,2014,10700,Manual,35700,Petrol,125,52.3,1.4,Audi
426,1076,A3,2019,23888,Automatic,4444,Petrol,145,44.1,1.5,Audi
427,8228,A3,2015,9799,Manual,55522,Diesel,20,68.9,2.0,Audi
428,8506,A3,2015,10467,Manual,41402,Diesel,20,68.9,2.0,Audi
429,7755,A3,2015,14500,Automatic,46181,Diesel,30,61.4,2.0,Audi
430,6984,A4,2015,15000,Semi-Auto,44523,Diesel,160,50.4,2.0,Audi
431,69,A1,2016,10800,Manual,18181,Petrol,0,67.3,1.0,Audi
432,8295,A3,2015,6793,Manual,130000,Diesel,0,74.3,1.6,Audi
433,6647,A5,2018,22225,Semi-Auto,37377,Diesel,145,62.8,2.0,Audi
434,2185,Q3,2013,13495,Manual,40000,Diesel,165,49.6,2.0,Audi
435,2131,Q2,2017,19295,Manual,20647,Petrol,145,50.4,1.4,Audi
436,4490,A3,2019,22190,Automatic,5000,Diesel,145,53.3,1.6,Audi
437,10009,A4,2016,13295,Automatic,86910,Diesel,30,67.3,2.0,Audi
438,3274,A3,2017,13999,Manual,11836,Petrol,20,60.1,1.0,Audi
439,10069,A8,2019,45000,Automatic,6269,Diesel,145,38.7,3.0,Audi
440,3221,A1,2017,12495,Manual,17233,Petrol,30,55.4,1.4,Audi
441,4786,Q5,2020,37990,Semi-Auto,6000,Diesel,150,38.2,2.0,Audi
442,3505,A3,2017,12495,Semi-Auto,40307,Diesel,0,74.3,1.6,Audi
443,10433,RS6,2014,38444,Automatic,58000,Petrol,555,28.8,4.0,Audi
444,4856,A1,2019,21500,Semi-Auto,100,Petrol,145,44.8,1.5,Audi
445,4982,A3,2016,10130,Manual,61130,Diesel,0,74.3,1.6,Audi
446,1481,Q3,2017,17998,Manual,19331,Diesel,125,57.7,2.0,Audi
447,8501,A8,2020,49800,Automatic,3452,Diesel,145,39.2,3.0,Audi
448,4922,Q3,2019,28500,Manual,4000,Diesel,145,42.8,2.0,Audi
449,7315,A3,2019,25500,Manual,5000,Diesel,145,51.4,1.6,Audi
450,1358,A6,2016,18498,Manual,31300,Diesel,30,61.4,2.0,Audi
451,5991,A3,2015,11900,Semi-Auto,38000,Diesel,30,64.2,2.0,Audi
452,4789,Q7,2017,49850,Automatic,29627,Diesel,145,39.2,4.0,Audi
453,8523,TT,2018,29350,Automatic,15981,Petrol,150,40.9,2.0,Audi
454,6201,A3,2019,24450,Semi-Auto,7230,Petrol,150,41.5,1.5,Audi
455,7588,Q2,2019,29444,Automatic,4000,Petrol,145,42.2,1.5,Audi
456,10574,Q5,2015,25000,Automatic,21200,Diesel,260,41.5,3.0,Audi
